year,mm,dd,hh,min,ss.s,L,latit,longit,depth,err(km),mag,tm,CAT,Io,Area,ST,Localities,(source) comments
1906,11,24,19,30,,L,-21.310,-46.800,  0.0,0, 0.0,-1,"C",,,"MG","GUARANESIA",""
1906,12,04,08,07,,L,-20.950,-43.810,  0.0,0, 3.2,4,"C","4-5",,"MG","Carandaí","(JCommercio-RJ 1906-ed0345; Gutemberg-AL 1907-01-24)"
1908,,,,,,,-8.280,-35.960,  0.0,0, 0.0,-1,"C",,,"PE","CARUARU",""
1908,04,,,,,,-20.370,-43.410,  0.0,0, 0.0,-1,"C",,,"MG","MARIANA","(Berrocal etal.1984: Senna 1922)"
1908,04,,,,,,-19.980,-43.850,  0.0,0, 0.0,-1,"C",,,"MG","NovaLima","(O_Pharol-JuizDeFora-MG 1908-0-01) o mesmo de Mariana?"
1908,10,30,,,,,-9.650,-36.210,  0.0,0, 0.0,-1,"C",,,"AL","Boca da Mata","(jornal Gutenberg; Maceió 1908-11-01)   *******NOVO*******"
1908,12,29,23,30,,L,-27.600,-48.500,  0.0,0, 0.0,-1,"C",,,"SC","Florianopolis","(O_Est_EspiritoSanto-ES 1909-01-13; A_Federacao_RS_1909-01-01) (*)"
1909,,,,,,,,,  0.0,0, 0.0,-1,"D",,,"CE","PEREIRO",""
1909,01,29,,,,,-28.500,-49.000,  0.0,100, 4.5,3,"C","4",70.000000,"SC","Tubarao","(Corr.Mun.-Caxias-RS-1909-02-25) (*)"
1909,12,23,19,,,L,-2.400,-44.420,  0.0,0, 3.0,4,"C","4",,"MA","Alcantara","(A_Pacotilha-MA 1909-12-24; J.Comercio-RJ 1910-01-12)"
1910,01,23,14,40,,L,-9.980,-67.810,  0.0,0, 0.0,-1,"C",,,"AC","Rio_Branco","(JdoCommercio-AM 1910-02-15)"
1910,09,27,00,,,L,-19.400,-40.070,  0.0,0, 0.0,-1,"C",,,"ES","Linhares","(O_Estado_Esp.Santo 1910-10-02)"
1910,12,,,,,,-14.540,-49.960,  0.0,50, 3.0,4,"C","4",,"GO","Crixás","(O Planalto Sta-Luzia GO 1911-04-22; Silva et al.2020)"
1911,02,,,,,,-13.000,-38.660,  0.0,0, 0.0,-1,"C",,,"BA","I.DE ITAPAR.","(Berrocal etal.1984; Diario_Maranhão-MA 1911-02-25) dia 1911-02-24?"
1911,03,15,20,55,,L,-12.890,-38.690,  0.0,20, 3.0,5,"C",,0.400000,"BA","ITAPARICA","magnitude revisada estimada"
1911,03,22,15,,,L,-12.920,-38.670,  0.0,20, 4.0,5,"C","7",0.700000,"BA","ITAPARICA","AREA>700km2; Io duvidoso (J.Commercio-AM 1911-03-31)"
1911,03,30,11,10,,L,-22.000,-41.650,  0.0,40, 3.7,3,"C","4",6.000000,"RJ","Macaé","(Correio_da_Manhã-RJ 1911-03-31 e 04-01)"
1911,04,28,04,,,L,-9.980,-67.810,  0.0,0, 0.0,-1,"C",,,"AC","Rio_Branco","(Folha_do_Acre 1911-04-30)"
1911,07,30,20,,,L,-18.350,-54.700,  0.0,50, 3.0,4,"C","4",,"MS","Coxim","(O Commercio MT 1911-08-01; Silva et al.2020)"
1911,08,26,21,15,,L,-3.100,-40.840,  0.0,0, 3.4,3,"C",,2.000000,"CE","Granja Parazinho","DOIS EVENTOS Rfelt=25km (Branner 1912)   ***"
1912,,,,,,,,,  0.0,0, 0.0,-1,"D",,,"RN","LAJES","VARIOS EVENTOS"
1912,04,18,,,,,-13.200,-38.890,  0.0,0, 0.0,-1,"C",,,"BA","BR.JEQUIRICA","VARIOS EVENTOS"
1912,04,19,05,,,L,-13.200,-38.890,  0.0,0, 3.7,4,"C","5-6",,"BA","BR.JEQUIRICA","(Berrocal etal.1984; J.do_Commercio-AM 1912-05-03) Jiquiriça: -13.25 -39.58"
1912,04,19,10,,,L,-13.200,-38.890,  0.0,0, 0.0,-1,"C",,,"BA","BR.JEQUIRICA",""
1912,08,18,02,,,L,-7.630,-72.670,  0.0,0, 0.0,-1,"C",,,"AC","Cruzeiro_do_Sul","(Folha_do_Acre 1912-08-25)"
1912,09,,,,,,-21.180,-47.810,  0.0,0, 0.0,-1,"C",,,"SP","Rib.Preto","(Folha_do_Acre 1912-09-12)"
1913,02,23,,,,,,,  0.0,0, 0.0,-1,"D",,,"BA","BAHIA",""
1913,08,,,,,,-6.040,-38.460,  0.0,0, 0.0,-1,"C",,,"CE","PEREIRO",""
1914,02,10,07,20,,L,-7.630,-72.670,  0.0,0, 0.0,-1,"C",,,"AC","Cruzeiro do Sul","(A_Noite-RJ 1914-02-17)"
1915,,,,,,,,,  0.0,0, 0.0,-1,"D",,,"BA","VALENCA",""
1915,02,02,,,,,-24.180,-46.790,  0.0,0, 3.2,4,"C","4-5",,"SP","ITANHAEM","(BSSA 2015 March) Sentido em São Paulo? (A_Noticia-BA 1915-02-04)"
1915,03,20,,,,,-19.980,-43.870,  0.0,0, 0.0,-1,"C",,,"MG","MINA M.VELHO",""
1915,11,06,15,30,,L,-12.670,-38.630,  0.0,20, 4.0,3,"B","6",1.700000,"BA","I.DAS FONTES","AREA IV MM"
1916,,,,,,,-21.260,-48.690,  0.0,0, 0.0,-1,"C",,,"SP","FERN.PRESTES",""
1916,05,01,,,,,-7.620,-72.660,  0.0,0, 0.0,-1,"C",,,"AC","CRUZ. DO SUL",""
1916,06,12,10,,,L,-13.040,-39.010,  0.0,0, 0.0,-1,"C",,,"BA","NAZARÉ",""
1916,07,,,,,,-15.600,-56.100,  0.0,0, 0.0,-1,"C",,,"MT","CUIABÁ","(OBS.D.BOSCO; CUIABA')"
1917,,,,,,,-7.260,-64.790,  0.0,0, 0.0,-1,"C",,,"AM","LABREA","ANO INCERTO"
1917,,,,,,,-20.720,-46.610,  0.0,0, 0.0,-1,"C","5",,"MG","PASSOS",""
1917,05,05,04,50,,L,-21.600,-41.500,  0.0,50, 4.5,3,"B","5",70.000000,"RJ","CAMPOS",""
1917,11,07,20,25,,L,-12.480,-38.660,  0.0,10, 4.3,3,"B","6-7",28.000000,"BA","RIO FUNDO",""
1917,11,07,22,,,L,-12.450,-38.620,  0.0,0, 3.7,3,"C","4",2.300000,"BA","RIO FUNDO",""
1917,11,08,04,,,L,-12.450,-38.620,  0.0,0, 0.0,-1,"C",,,"BA","RIO FUNDO",""
1917,12,08,,,,,,,  0.0,0, 0.0,-1,"D",,,"BA","CACHOEIRA",""
1917,12,22,21,,,L,-12.450,-38.620,  0.0,0, 0.0,-1,"C",,,"BA","RIO FUNDO",""
1918,,,,,,,-8.280,-35.960,  0.0,0, 0.0,-1,"C",,,"PE","CARUARU",""
1918,,,,,,,-23.530,-46.620,  0.0,0, 3.0,4,"C","4",,"SP","SAO PAULO",""
1918,,,,,,,,,  0.0,0, 0.0,-1,"D",,,"CE","PEREIRO",""
1918,01,,,,,,-15.600,-56.100,  0.0,0, 0.0,-1,"R",,,"MT","CUIABÁ","(OBS.D.BOSCO; CUIABA')"
1918,01,06,,,,,-15.600,-56.100,  0.0,50, 0.0,-1,"C",,,"MT","Cuiabá","(A Razão RJ 2018-Jan-12; Silva et al.2020)"
1918,01,12,08,,,L,-12.450,-38.620,  0.0,0, 3.7,4,"C","5-6",,"BA","RIO FUNDO","DOIS EVENTOS"
1918,03,04,14,,,L,-12.450,-38.620,  0.0,0, 0.0,-1,"C",,,"BA","RIO FUNDO",""
1918,03,22,00,,,L,-12.450,-38.620,  0.0,0, 0.0,-1,"C",,,"BA","RIO FUNDO","Outro evt. as 12 h"
1918,03,27,11,,,L,-12.450,-38.620,  0.0,0, 0.0,-1,"C",,,"BA","RIO FUNDO",""
1918,03,29,11,,,L,-12.450,-38.620,  0.0,0, 0.0,-1,"C",,,"BA","RIO FUNDO",""
1918,04,14,04,30,,L,-12.450,-38.620,  0.0,0, 0.0,-1,"C",,,"BA","RIO FUNDO",""
1918,04,19,08,,,L,-12.450,-38.620,  0.0,0, 0.0,-1,"C",,,"BA","RIO FUNDO",""
1918,06,,,,,,-12.450,-38.620,  0.0,0, 0.0,-1,"C",,,"BA","RIO FUNDO","VARIOS EVENTOS"
1918,08,29,,,,,-3.690,-40.360,  0.0,0, 0.0,-1,"C",,,"CE","SOBRAL",""
1919,,,,,,,-10.910,-37.020,  0.0,0, 0.0,-1,"C",,,"SE","ARACAJU","(Sampaio 1922) INICIO DO ANO ?"
1919,,,,,,,,,  0.0,0, 0.0,-1,"D",,,"RN","LAJES",""
1919,03,12,08,45,,L,-16.000,-59.000,  0.0,50, 3.0,4,"C","4",,"MT","Porto Esperidião","(O Combate SP 1919-03-18; Silva et al.2020)"
1919,05,08,,,,,,,  0.0,0, 0.0,-1,"D",,,"MG","BOM SUCESSO",""
1919,05,08,,,,,-4.360,-39.320,  0.0,0, 0.0,-1,"C",,,"CE","CANINDÉ",""
1919,06,01,18,30,,L,-18.000,-56.000,  0.0,100, 4.9,3,"R","5",280.000000,"MS","CORUMBÁ","SENT. CUIABÁ e STA.LUZIA ATUAL LUZIANIA?"
1919,06,01,18,30,,L,-18.000,-56.000,  0.0,200, 0.0,-1,"D",,,"MS","Corumbá","Evento falso (Silva et al. 2020)"
1919,06,05,01,20,,L,-21.030,-44.750,  0.0,0, 3.2,4,"C","4-5",0.700000,"MG","Bom_Sucesso Ibituruna","Berrocal etal.(1984) outro eventos (A Noite-RJ 1919-06-11)"
1919,06,14,,,,,-18.420,-49.220,  0.0,0, 0.0,-1,"C",,,"GO","Sta.Rita_Paranaiba","(Lavoura_e_Commercio-Uberaba-MG 1954-03-27) atual Itumbiara-GO"
1919,06,,07,,,L,-17.220,-46.880,  0.0,0, 0.0,-1,"C",,,"MG","Paracatu","(O_Pharol-JuizDeFora 1919-07-17)"
1919,07,10,,,,,-18.000,-56.000,  0.0,200, 0.0,-1,"D",,,"MS","Sul de Mato Grosso","Evento falso (A Noite RJ 1919-07-11; Silva 2017)"
1919,07,10,21,50,,L,,,  0.0,0, 0.0,-1,"D",,,"MG","BOM SUCESSO",""
1919,07,16,11,,,L,-15.600,-56.100,  0.0,0, 0.0,-1,"C",,,"MT","CUIABÁ","(OBS.D.BOSCO; CUIABÁ)"
1919,07,29,06,,,L,-12.680,-38.700,  0.0,0, 0.0,-1,"C",,,"BA","S.B.DASLAJES",""
1919,08,04,,,,,-4.360,-39.320,  0.0,0, 0.0,-1,"C",,,"CE","CANINDÉ",""
1919,08,05,06,,,L,-25.010,-47.940,  0.0,0, 0.0,-1,"C",,,"SP","CANANEIA","(ALMEIDA 1963)"
1919,09,,,,,,-17.300,-46.850,  0.0,0, 2.8,4,"C","3-4",,"MG","PARACATU","(WILLIAMS 1922)"
1919,11,08,,,,,,,  0.0,0, 0.0,-1,"D",,,"MG","BOM SUCESSO",""
1919,11,09,11,,,L,-12.750,-38.680,  0.0,20, 3.8,3,"C","4",3.700000,"BA","ACUPE",""
1919,11,10,,,,,-12.590,-38.620,  0.0,20, 3.6,3,"C","4",1.700000,"BA","SANTO AMARO",""
1919,11,11,20,55,,L,-12.680,-38.700,  0.0,0, 0.0,-1,"C",,,"BA","S.B.DASLAJES",""
1919,11,13,,,,,-12.550,-38.700,  0.0,0, 3.5,4,"C","5",,"BA","SANTO AMARO","DOIS EVENTOS"
1919,11,16,06,55,,L,-12.670,-38.680,  0.0,20, 3.5,3,"C","5",1.200000,"BA","S.B.DASLAJES",""
1919,11,23,01,20,,L,-12.650,-38.620,  0.0,10, 4.2,3,"B","7",3.000000,"BA","M.RECONCAVO","AREA IV MM"
1919,11,24,02,50,,L,-3.870,-38.920,  0.0,50, 4.6,3,"B","5",80.000000,"CE","Maranguape","(Branner 1920; O_Combate-SP 1919-11-27)  ****"
1919,11,28,19,30,,L,-21.030,-44.750,  0.0,0, 0.0,-1,"C",,,"MG","BOM SUCESSO","OUTROS EVENTOS NO ANEXO 2"
1920,,,,,,,,,  0.0,0, 0.0,-1,"D",,,"MG","BOM SUCESSO",""
1920,01,31,08,10,,L,-21.030,-44.750,  0.0,10, 4.0,3,"B","6",9.500000,"MG","BOM SUCESSO",""
1920,01,31,20,08,,L,-21.030,-44.750,  0.0,0, 0.0,-1,"C",,,"MG","BOM SUCESSO",""
1920,02,01,01,35,,L,-21.030,-44.750,  0.0,0, 3.2,4,"C","4-5",,"MG","BOM SUCESSO","VARIOS EVENTOS"
1920,02,09,13,20,,L,-21.030,-44.750,  0.0,0, 3.0,4,"C","4",,"MG","BOM SUCESSO",""
1920,02,16,22,30,,L,-4.350,-39.700,  0.0,0, 3.8,3,"C",,8.000000,"CE","Canindé Sta.Quitéria","(Branner 1920: carta Barão de Studart - Fortaleza; O_Combate-SP 1920-02-21)"
1920,02,16,23,,,L,-4.360,-39.320,  0.0,0, 0.0,-1,"R",,,"CE","CANINDÉ","(Berrocal etal.1984: Branner 1920: carta Barão de Studart - Fortaleza)"
1920,02,17,08,30,,L,-21.100,-44.920,  0.0,0, 0.0,-1,"C",,,"MG","PEDRA NEGRA",""
1920,02,17,22,,,L,-4.330,-40.150,  0.0,0, 0.0,-1,"R",,,"CE","Sta Quitéria","(O_Combate-SP 1920-02-21) o mesmo de Canindé?"
1920,02,18,12,,,L,-21.030,-44.750,  0.0,0, 0.0,-1,"C",,,"MG","BOM SUCESSO",""
1920,02,21,,,,,-4.360,-39.320,  0.0,0, 0.0,-1,"C",,,"CE","CANINDÉ",""
1920,03,11,19,15,,L,-21.030,-44.750,  0.0,0, 3.0,4,"C","4",,"MG","BOM SUCESSO",""
1920,06,,,,,,+0.000,+0.000,  0.0,0, 0.0,-1,"D",,,"RJ","Larangeiras","(A_Lucta-Sobral-CE 1920-06-26)"
1921,01,21,,,,,-4.100,-59.350,  0.0,0, 0.0,-1,"C",,,"AM","IG.PERSEVER.",""
1921,05,12,,,,,-25.430,-49.270,  0.0,0, 0.0,-1,"C",,,"PR","Curitiba","(O_Combate-SP 1921-05-19) só algumas quadras"
1922,,,,,,,-1.920,-55.500,  0.0,0, 0.0,-1,"C",,,"PA","ÓBIDOS","ANO INCERTO; ANTES DE 22"
1922,,,,,,,-9.380,-36.240,  0.0,0, 0.0,-1,"C",,,"AL","VIÇOSA","(Jornal_Pequeno-Recife 1922-08-18) Antes de 1922?"
1922,01,12,,,,,,,  0.0,0, 0.0,-1,"D",,,"RJ","CABO FRIO",""
1922,01,13,,,,,,,  0.0,0, 0.0,-1,"D",,,"RJ","CABO FRIO",""
1922,01,16,23,,,L,+0.000,+0.000,  0.0,0, 7.9,0,"E",,,"CO","R.Branco PVelho Manaus","COLOMBIA M7.9 1922.01.17 (Folha_do_Acre 1922-01-19; O_Jornal-MA 1922-01-20 e 23)"
1922,01,26,23,,,L,-20.680,-44.580,  0.0,0, 0.0,-1,"C",,,"MG","ENTRE RIOS",""
1922,01,27,,,,,-20.680,-44.580,  0.0,0, 0.0,-1,"C",,,"MG","ENTRE RIOS","DOIS EVTS.ANTES DE 03H50M"
1922,01,27,03,50,40.00,L,-22.170,-47.040,  0.0,40, 5.1,3,"A","6",250.000000,"SP","Pinhal e S.J.Boa Vista","(Assumpcao et al.1979)"
1922,04,01,03,,,L,-21.710,-57.890, 50.0,100, 0.0,-1,"C",,,"MS","Porto Murtinho","(O Jornal RJ 1922-04-04; Silva et al. 2020)  ******* CHECAR COORDS!"
1922,04,30,,,,,+0.000,+0.000,  0.0,200, 0.0,-1,"D",,,"MT","Lages?","(O Jornal MA 1922-May-04)"
1922,07,04,19,40,,L,-13.900,-47.500,  0.0,200, 0.0,-1,"D",,,"GO","Curralinho","Meteorito (A Noite RJ 1922-07-04)"
1922,08,01,,,,,-8.280,-35.960,  0.0,0, 0.0,-1,"C",,,"PE","CARUARU",""
1922,08,08,12,30,,L,-8.280,-35.960,  0.0,0, 0.0,-1,"C",,,"PE","CARUARU",""
1923,,,,,,,,,  0.0,0, 0.0,-1,"D",,,"RN","LAJES",""
1923,02,,,,,,-8.360,-36.560,  0.0,0, 0.0,-1,"C",,,"PE","Pesqueira Belo_Jardim","(Diário_S.Luis-MA 1923-02-09; O_Jornal-MA 1923-02-09)"
1923,08,14,,,,,,,  0.0,0, 0.0,-1,"D",,,"SP","CANANEIA","FUMACA E LABAREDA"
1923,10,01,11,20,,L,-8.450,-36.700,  0.0,20, 4.1,3,"B","5",22.000000,"PE","Pesqueira","(O_Indio-Palmeira-AL 1923-10-14: Diario_de_Pernambuco) Aerólito Garanhuns ou Cimbres?"
1923,10,10,,,,,-6.400,-38.860,  0.0,0, 0.0,-1,"C",,,"CE","Icó","(A_Lucta-Sobral-CE 1923-10-20)"
1924,,,,,,,-8.280,-35.960,  0.0,0, 3.0,4,"C","4",,"PE","CARUARU",""
1925,,,,,,,-8.280,-35.960,  0.0,0, 0.0,-1,"C",,,"PE","CARUARU",""
1925,11,07,,,,,-16.300,-49.000,  0.0,50, 0.0,-1,"C",,,"GO","Anápolis","(A Noite RJ 1925-11-09)"
1926,02,19,,,,,-19.480,-46.540,  0.0,0, 0.0,-1,"C",,,"MG","Ibiá","(O_Estado_de_Minas 1931-05-26; CorreioDeUberlandia 1939-04-25)"
1926,03,01,,,,,+3.830,-51.840,  0.0,0, 0.0,-1,"C",,,"AP","OIAPOQUE",""
1927,,,00,,,L,-6.040,-38.460,  0.0,0, 3.0,4,"C","4",,"CE","PEREIRO",""
1927,06,18,20,55,00.00,,-31.400,-61.800,  0.0,30, 0.0,-1,"C",,,"AR","Argentina","(LPA/INPRES) ************* CHECK TIME PLACE *****"
1928,,,,,,,-21.820,-52.050,  0.0,0, 0.0,-1,"C",,,"SP","Pres. EPITACIO","ANO INCERTO"
1928,,,,,,,,,  0.0,0, 0.0,-1,"D",,,"CE","PEREIRO",""
1928,04,09,14,34,,L,+0.000,+0.000,  0.0,0, 6.9,0,"E",,,"AC","XAPURI","PERU-BOLIVIA"
1928,04,14,21,59,,L,-4.560,-37.760,  0.0,0, 4.0,3,"C","6",10.000000,"CE","ARACATI","AREA APROXIMADA"
1928,06,07,21,30,,L,-5.420,-39.360,  0.0,0, 3.6,3,"C","3-4",2.000000,"CE","LACERDA",""
1928,09,28,,,,,+2.820,-60.680,  0.0,0, 0.0,-1,"C",,,"RR","BOA VISTA","(BSSA vol 18; pag 241)"
1929,,,,,,,+0.000,+0.000,  0.0,0, 6.9,0,"E",,,"AC","RIO BRANCO","PERU ?  M6.9"
1929,,,,,,,-4.560,-37.760,  0.0,0, 0.0,-1,"C",,,"CE","ARACATI","MEADOS DO ANO"
1929,10,05,,,,,-5.110,-38.370,  0.0,0, 0.0,-1,"C",,,"CE","MORADA NOVA",""
1929,11,10,01,04,00.00,,-27.500,-58.900,  0.0,30, 2.5,3,"C","3",,"AR","R.Parana Corrientes","(LPA;SJA/INPRES)"
1929,12,20,22,40,,L,-8.290,-35.970,  0.0,0, 3.0,4,"C",,,"PE","Caruaru","(O_Estado-Florianopolis-SC 1930-01-10) terceiro do ano"
1930,,,,,,,+0.560,-29.220,  0.0,0, 0.0,-1,"C",,,,"PENEDOS S.P.S.PAULO",""
1930,06,04,,,,,-15.600,-56.100,  0.0,50, 0.0,-1,"R",,,"MT","Cuiabá","(E. Mendonça 1973) 1939-06-04"
1930,07,09,04,,,L,-8.470,-36.700,  0.0,0, 0.0,-1,"C",,,"PE","Pesqueira Açude-Meio","(J.Pequeno-Recife 1930-07-10; O_Monitor_Mineiro-Guaranesia 1930-07-31: Correio de Pesqueira)"
1930,09,30,,,,,+0.560,-29.220,  0.0,0, 0.0,-1,"C",,,,"Rochedos S.P.S.Paulo","(O_Estado-Florianopolis-SC 1930-10-04)"
1931,05,08,21,,,L,-18.510,-54.760,  0.0,50, 3.5,4,"C","5",,"MS","Coxim","(A_Noite-RJ 1931-05-11)    *** COORDS e HORA *****"
1931,05,23,03,,,L,-16.000,-44.300,  0.0,100, 4.9,3,"B","6",175.000000,"MG","S.Francisco","(Estado_de_Minas-BH 1931-05-26)"
1931,07,02,,,,,+0.000,+0.000,  0.0,0, 6.2,0,"E",,,"AC","CRUZ. DO SUL","PERU-BRASIL"
1931,09,27,23,25,,L,-19.460,-44.240,  0.0,0, 3.5,4,"C","5",,"MG","Sete Lagoas","(O_Estado-SC 1931-10-01) 4a. vez em dois meses"
1932,05,26,,,,,-16.570,-42.890,  0.0,0, 0.0,-1,"C",,,"MG","Grão Mogol","(LarCatolico-JFora-MG 1932-06-26)"
1933,05,06,,,,,+3.830,-51.840,  0.0,0, 0.0,-1,"C",,,"AP","OIAPOQUE",""
1934,,,,,,,-29.450,-51.500,  0.0,0, 0.0,-1,"C",,,"RS","SALV. DO SUL","ANO INCERTO"
1935,01,02,01,12,18.00,,-29.600,-60.000,  0.0,30, 3.0,3,"C","4",,"AR","Vera; Santa Fé","(LPA;SJA/INPRES)"
1935,01,06,,,,,-21.030,-44.750,  0.0,0, 0.0,-1,"C",,,"MG","BOM SUCESSO",""
1935,10,17,,,,,-21.030,-44.750,  0.0,0, 0.0,-1,"C",,,"MG","BOM SUCESSO",""
1935,10,21,07,40,,L,-21.030,-44.750,  0.0,10, 3.7,3,"C","5-6",2.800000,"MG","BOM SUCESSO","OUTROS EVENTOS"
1935,10,22,20,,,L,-21.030,-44.750,  0.0,0, 0.0,-1,"C",,,"MG","BOM SUCESSO",""
1936,02,12,13,20,,L,-21.030,-44.750,  0.0,0, 3.5,4,"C","5",,"MG","Bom Sucesso","(Lavoura_e_Comercio-Uberaba-MG 1936-02-13)"
1936,04,19,,,,,-21.020,-47.370,  0.0,0, 0.0,-1,"C",,,"SP","Altinopolis","(Lavoura_e_Comercio-Uberaba-MG 1936-04-20)"
1937,,,,,,,-9.100,-38.150,  0.0,0, 0.0,-1,"C",,,"PE","TACARATU","(Berrocal et al.1984) Riacho do Navio a 64km de Tacaratu; Floresta"
1937,,,,,,,-13.280,-39.730,  0.0,0, 0.0,-1,"D",,,"BA","UBAIRA","ANO INCERTO"
1937,03,17,,,,,-4.070,-38.760,  0.0,100, 3.5,4,"C","5",,"CE","Cachoeira","(Diario_da_Manhã-ES 1937-03-23; O_Estado-SC 1937-04-12) coords incertas"
1937,08,,,,,,-10.710,-48.410,  0.0,100, 0.0,-1,"D",,,"TO","Porto Nacional","Aerólito (O_Estado-SC 1937-08-31; A_Vanguarda-Cassia-MG 1937-09-12)"
1938,,,,,,,,,  0.0,0, 0.0,-1,"D",,,"CE","PEREIRO",""
1938,03,01,03,30,,L,-22.550,-43.950,  0.0,20, 3.4,3,"B","4-5",1.900000,"RJ","Barra do Piraí","(A_Noite-RJ 1938-03-02 e 03)"
1938,03,,,,,,-29.170,-51.180,  0.0,0, 0.0,-1,"C",,,"RS","Caxias","(A_Pacotilha-MA 1938-03-07)"
1939,02,,,,,,+0.000,+0.000,  0.0,0, 0.0,-1,"D",,,"MG","Cupim N.Minas","(O_Imparcial-MA 1939-02-11) não localizado"
1939,04,,,,,,-21.030,-44.750,  0.0,0, 0.0,-1,"C",,,"MG","Bom Sucesso","(O_Estado-Florianopolis 1939-04-22)"
1939,04,13,19,,,L,-19.800,-44.710,  0.0,10, 3.3,3,"C",,1.200000,"MG","Pará-Minas Pitangui","(O_Triangulo-Araguary 1939-04-16; Rfelt=20km?)"
1939,06,04,23,30,,L,-15.600,-56.100,  0.0,0, 0.0,-1,"C",,,"MT","CUIABÁ","(OBS.D.BOSCO; CUIABÁ)"
1939,06,28,11,32,22.00,,-29.000,-48.000,  0.0,90, 5.9,3,"A","6",1100.000000,"SC","TUBARAO","(ISC 5.6Ms; Quadros et al. 2019: 6.0mb)"
1940,11,,,,,,-21.030,-44.750,  0.0,0, 0.0,-1,"C",,,"MG","Bom Sucesso","(Diario_Noticias-RS 1940-12-03)"
1940,11,,,,,,-9.450,-36.380,  0.0,0, 0.0,-1,"C",,,"AL","Mar Vermelho","(J.Commercio-RJ 1940-11-08: Gazeta de Alagoas)"
1941,,,,,,,-7.000,-62.700,  0.0,0, 0.0,-1,"C",,,"AM","TRES CASAS","ANO INCERTO"
1941,04,03,12,30,,L,+0.000,+0.000,  0.0,0, 6.5,0,"E",,,"AR","SAO PAULO","ARGENTINA-BOLIVIA"
1941,04,11,09,05,,L,-16.100,-54.500,  0.0,70, 4.4,3,"B","5",51.000000,"MT","RONDONOPOLIS CUIABA","POXOREU"
1942,,,15,30,,L,-3.100,-40.840,  0.0,0, 3.0,4,"C","4",,"CE","GRANJA",""
1943,,,,,,,,,  0.0,0, 0.0,-1,"D",,,"CE","PEREIRO",""
1944,02,06,18,40,,,,,  0.0,0, 0.0,-1,"D",,,"AM","Amazonas GUIANA??","(USGS) RELOC. VENEZUELA"
1944,08,23,,,,,-14.500,-49.200,  0.0,50, 3.0,4,"C","4",,"MS","Damianópolis","outro em outubro? (Diário da Noite RJ 1944-08-23)"
1945,03,23,17,20,,L,-22.880,-42.020,  0.0,0, 0.0,-1,"C",,,"RJ","Cabo Frio","(A_Noite-RJ 1945-0-24)"
1945,08,,22,,,L,-8.470,-36.780,  0.0,0, 0.0,-1,"C",,,"PE","Alagoinha Pesqueira","vários tremores (A_Noite-RJ 1945-08-28; J.Pequeno-Recife 1945-08-30: Correio_da_Manhã)"
1946,,,,,,,,,  0.0,0, 0.0,-1,"D",,,"MG","PASSOS","(J.BRASIL 20.1.81; Berrocal etal.1984)"
1946,,,,,,,-15.600,-56.100,  0.0,50, 0.0,-1,"D",,,"MT","Cuiabá","(O Dia - Curitiba PR 1957-01-20)"
1946,02,01,01,,,L,-21.310,-46.710,  0.0,0, 3.0,4,"R","4",,"MG","GUAXUPÉ","(Berrocal etal.1984; adendo pág. 203)"
1946,07,18,04,15,,L,-25.100,-47.700,  0.0,30, 4.6,3,"A","4-5",60.000000,"SP","CANANEIA","Area-IV= 25000 km2"
1946,10,07,17,25,,L,-1.440,-48.480,  0.0,0, 2.8,4,"C","3-4",,"PA","BELEM",""
1946,10,13,10,45,,,-21.700,-46.590,  0.0,0, 3.6,3,"B","4",5.000000,"MG","P.de_Caldas Caconde","(J.Noticias-SP-1946-10-15; 1946-11-29) Rfelt=40km?"
1946,11,20,,,,,-21.760,-43.350,  0.0,0, 0.0,-1,"D",,,"MG","Juiz_de_Fora","bólido? (J.Noticias-SP 1946-11-23)"
1947,,,,,,,-21.790,-46.580,  0.0,0, 3.0,4,"R","4",,"MG","POÇOS DE CALDAS","(Berrocal etal.1984) provavel 13.10.1946"
1947,02,01,01,,,L,-21.310,-46.710,  0.0,0, 3.0,4,"C","4",,"MG","Guaxupé","(Folha_do_Povo 1947-02-09) provavel madrugada de 01-Fev"
1947,02,02,01,,,L,-21.310,-46.710,  0.0,0, 3.0,4,"R","4",,"MG","GUAXUPÉ","(Berrocal etal.1984) dia mais provavel 01-Fev"
1947,03,04,,,,,-2.450,-44.400,  0.0,10, 3.0,4,"C","4",,"MA","Alcântara Itauna","(J.do_Brasil 1947-03-09; A_Noite-RJ 1947-07-28) dias 04 06 e 22-03-1947"
1947,11,01,11,58,,L,+0.000,+0.000,  0.0,0, 7.3,0,"E",,,"AC","CRUZ.DO SUL","PERU M7.3; sent. Ben.Constant; AM"
1947,11,02,,,,,-9.980,-67.810,  0.0,0, 0.0,-1,"C",,,"AC","Rio_Branco","(J.Noticias-SP 1947-11-04)"
1947,11,18,,,,,-5.110,-38.370,  0.0,0, 0.0,-1,"C",,,"CE","MORADA NOVA",""
1947,12,15,19,05,,,-21.700,-57.900,  0.0,0, 3.5,4,"C","5",,"MS","Pto. MURTINHO","SENT. P.QUEBRACHO; JARDIM"
1948,,,,,,,,,  0.0,0, 0.0,-1,"D",,,"CE","PEREIRO",""
1948,01,21,16,47,40.00,,-30.500,-58.000,  0.0,30, 5.5,4,"B","6",,"AR","M.Caseros;Corrientes","(SJA/INPRES)"
1948,05,,,,,,-15.070,-49.970,  0.0,0, 3.0,4,"C","4",,"GO","EMBIARA","(UnB)"
