year,mm,dd,hh,min,ss.s,L,latit,longit,depth,err(km),mag,tm,CAT,Io,Area,ST,Localities,(source) comments
1968,03,,,,,,-6.920,-39.580,  0.0,0, 3.0,4,"C","4",,"CE","FARIAS BRITO","(Berrocal et al.1984: Tribuna_do_Ceará 1968-03-12)"
1968,03,18,,,,,-6.040,-38.460,  0.0,0, 3.7,4,"C","5-6",,"CE","PEREIRO",""
1968,08,27,05,17,36.00,,-8.900,-72.890, 26.0,30, 4.9,0,"I",,,"AC","W DO ACRE","(ISC H=50?; Assumpção & Suarez 1988)"
1968,10,08,00,26,,L,-18.750,-55.250,  0.0,20, 4.0,3,"C",,20.000000,"MS","Nhecolandia","(Correio do Estado MS 1968-10-09; Silva etal. 2020)"
1968,10,15,19,54,20.00,,-26.870,-60.880, 20.0,30, 5.0,4,"I","6",,"AR","Campo Largo; Chaco","(SJA;ZON/INPRES)"
1969,01,02,07,30,,L,-3.770,-49.670,  0.0,0, 3.5,4,"C","5",,"PA","Tucuruí","(JdoBrasil-RJ 1969 0103"
1970,01,12,04,43,08.00,,-1.320,-48.480,  0.0,30, 4.5,2,"B","6-7",10.000000,"PA","BELEM","(ISC;IAG;UnB) MAIS 4 EV."
1970,01,29,,,,,-7.960,-36.210,  0.0,0, 3.9,4,"C","6",,"PE","S.C.CAPIBARI","DOIS EVENTOS"
1970,01,30,,,,,-7.960,-36.210,  0.0,0, 3.5,4,"C","5",,"PE","S.C.CAPIBARI",""
1970,03,29,08,27,48.00,,-8.290,-73.380, 25.0,50, 4.3,0,"I",,,"AC","SA. DIVISOR","(ISC)"
1970,08,14,04,59,01.00,,-13.500,-49.100,  0.0,50, 3.0,5,"I",,,"GO","PORANGATU","(BERROCAL 1974) N. SENT."
1970,11,,,,,,-6.930,-35.530,  0.0,0, 3.9,4,"C","6",,"PB","ALAGOINHA",""
1970,11,20,23,55,21.00,,-13.500,-49.100,  0.0,50, 3.6,5,"I",,,"GO","PORANGATU","(BERROCAL 1974) N. SENT."
1970,12,,,,,,-20.280,-44.750,  0.0,3, 3.4,3,"B","4",0.700000,"MG","Carmo do CAJURU","INDUZIDO"
1971,02,11,,,,,-25.100,-48.900,  0.0,0, 3.0,4,"C","4",,"PR","CAPIVARI-CACHOEIRA","INDUZIDO POR RESERVATORIO"
1971,03,,,,,,-25.250,-48.800,  0.0,0, 3.7,4,"C","5-6",,"PR","CAPIVARI-CACHOEIRA","VARIOS; INDUZ.P.RESERVAT."
1971,05,05,15,32,02.00,,-17.000,-53.800,  0.0,100, 3.6,1,"I",,,"MT","ALTO GARÇAS","(UnB; mag=3.35+0.25) SENT. RONDONOPOLIS?"
1971,05,21,16,,,,-25.100,-48.900,  0.0,0, 3.9,4,"C","6",,"PR","CAPIV-CACHOEIRA","INDUZIDO POR RESERVATORIO"
1971,07,16,19,51,04.00,,-13.500,-49.100,  0.0,50, 3.5,5,"I",,,"GO","PORANGATU","(BERROCAL 1974) Não Sentido"
1971,08,05,02,30,,,-8.040,-34.900,  0.0,0, 3.0,5,"C","5",,"PE","RECIFE","5 EV. (BERROCAL 1974)"
1971,08,08,13,32,39.00,,-20.280,-44.750,  0.0,0, 3.5,5,"C","5-6",,"MG","Carmo do Cajuru","INDUZIDO POR RESERVATORIO"
1972,01,23,03,03,51.00,,-20.280,-44.750,  0.0,5, 3.7,1,"B","6",3.200000,"MG","CARMO DO CAJURU","INDUZIDO POR RESERVATORIO"
1972,01,29,03,34,46.00,,-16.000,-51.000,  0.0,100, 3.0,5,"I",,,"GO","SW DE GOIAS?","(BERROCAL 1974)"
1972,02,,,,,,-9.930,-36.490,  0.0,0, 2.9,4,"C","4",,"AL","JUNQUEIRO","(Gazeta de Alagoas 1972-03-07) 'pequenas proporções'"
1972,03,04,21,45,,,-9.930,-36.490,  0.0,0, 3.1,3,"C","5",0.700000,"AL","JUNQUEIRO","(Gazeta de Alagoas; 1972-03-07) 'derrubou garrafas'"
1972,06,04,04,30,,,-6.210,-38.500,  0.0,0, 3.0,4,"C","4",,"RN","SAO MIGUEL",""
1972,08,,,,,,-16.470,-41.700,  0.0,0, 3.9,4,"C","6",,"MG","TUPARECÊ","VARIOS EVENTOS"
1972,10,24,15,36,36.00,,-21.720,-40.530,  8.0,30, 4.8,2,"A",,210.000000,"RJ","CAMPOS","(ISC;IAG) RELOCAL.; Campos V MM"
1973,04,26,14,15,02.00,,-5.280,-35.820,  0.0,0, 3.6,1,"C",,17.000000,"RN","PARAZINHO","(UFRN)"
1973,04,26,18,54,57.00,,-5.280,-35.820,  0.0,0, 3.6,1,"C",,17.000000,"RN","PARAZINHO","(UFRN)"
1973,04,27,08,20,13.00,,-5.280,-35.820,  0.0,0, 3.0,1,"I",,,"RN","PARAZINHO","(UFRN) EPI. INFERIDO"
1973,05,02,03,41,14.00,,-5.280,-35.820,  0.0,0, 3.0,1,"I",,,"RN","PARAZINHO","(UFRN) EPI. INFERIDO"
1973,05,02,03,47,58.00,,-5.280,-35.820,  0.0,0, 3.1,1,"I",,,"RN","PARAZINHO","(UFRN) EPI. INFERIDO"
1973,06,17,04,22,29.00,,-5.280,-35.820,  0.0,0, 3.0,1,"I",,,"RN","PARAZINHO","(UFRN) EPI. INFERIDO"
1973,06,26,05,25,02.00,,-5.280,-35.820,  0.0,0, 3.1,1,"I",,,"RN","PARAZINHO","(UFRN) EPI. INFERIDO"
1973,07,08,22,38,30.00,,-13.410,-49.050,  0.0,50, 3.3,1,"I",,,"GO","PORANGATU","(UnB) NAO SENTIDO"
1973,07,20,13,35,25.00,,-5.280,-35.820,  0.0,0, 3.9,1,"I",,,"RN","PARAZINHO","(UFRN) EPI. INFERIDO"
1973,07,22,21,22,50.00,,-5.280,-35.820,  0.0,10, 4.3,2,"B","6-7",25.000000,"RN","PARAZINHO","(UFRN)   (LAO MB4.1)"
1973,07,22,21,33,27.00,,-5.280,-35.820,  0.0,0, 3.0,1,"I",,,"RN","PARAZINHO","(UFRN) EPI. INFERIDO"
1973,07,23,13,27,10.00,,-5.280,-35.820,  0.0,0, 3.0,1,"C",,,"RN","PARAZINHO","(UFRN) HORA NOTICIADA 11H"
1973,07,23,23,35,51.00,,-5.280,-35.820,  0.0,0, 3.0,1,"I",,,"RN","PARAZINHO","(UFRN) EPI. INFERIDO"
1974,02,03,20,20,23.00,,-29.500,-42.540,  0.0,30, 4.4,0,"I",,,"SC","ATLANTICO","(ISC)"
1974,02,15,,,,,-20.040,-48.470,  0.0,0, 3.0,4,"C","4",,"MG","CONC.ALAGOAS","INDUZIDO POR RESERVATORIO"
1974,02,24,03,19,40.00,,-20.040,-48.470,  0.0,10, 4.2,2,"B","6-7",7.000000,"MG","CONCEICAO DAS ALAGOAS","INDUZIDO POR RESERVATORIO"
1974,02,27,,,,,-20.040,-48.470,  0.0,0, 3.5,4,"C","5",,"MG","CONC.ALAGOAS","INDUZIDO POR RESERVATORIO"
1974,03,01,09,,,,-20.040,-48.470,  0.0,0, 3.2,4,"C","4-5",,"MG","CONCEICAO DAS ALAGOAS","INDUZIDO POR RESERVATORIO"
1974,03,02,18,15,,,-20.040,-48.470,  0.0,0, 3.5,4,"C","5",,"MG","CONCEICAO DAS ALAGOAS","4 EVEN.-INDUZ.P.RESERVAT."
1974,03,20,,,,,-29.450,-51.500,  0.0,0, 3.0,4,"C","4",,"RS","SALV.DO SUL",""
1974,04,11,,,,,-16.420,-41.640,  0.0,5, 3.7,3,"C","6-7",2.800000,"MG","TUPARECE","+ DE 200 EM ABRIL/74; INT.< V (!?)"
1974,06,12,17,39,16.00,,+5.580,-60.600,  0.0,50, 3.9,1,"I",,,"RR","GUIANA/RR","(ISC; TRN)"
1974,10,20,21,37,32.00,,-7.990,-36.060,  0.0,10, 3.6,1,"C","5",0.500000,"PE","TORITAMA","(UFRN)"
1974,10,20,21,59,00.00,,-7.990,-36.060,  0.0,0, 2.9,1,"I",,,"PE","TORITAMA","(UFRN) EPICENTRO INFERIDO"
1974,10,20,23,02,42.00,,-7.990,-36.060,  0.0,0, 2.7,1,"I",,,"PE","TORITAMA","(UFRN) EPICENTRO INFERIDO"
1974,10,21,02,18,11.00,,-7.990,-36.060,  0.0,0, 2.8,1,"C",,,"PE","TORITAMA","(UFRN) NOTICIADO 22:30"
1974,10,21,02,29,41.00,,-7.990,-36.060,  0.0,0, 2.7,1,"I",,,"PE","TORITAMA","(UFRN) EPICENTRO INFERIDO"
1974,12,15,05,14,46.00,,-3.670,-39.240,  0.0,0, 3.3,1,"C","6",,"CE","S.L. DO CURU","(UFRN)"
1975,03,30,17,06,00.00,,-23.400,-42.400,  0.0,30, 3.5,1,"I",,,"RJ","PLATAFORMA CONT.","(IAG)"
1975,06,22,14,04,44.00,,+1.500,-70.300,  0.0,50, 3.5,5,"I",,,"AM","COLOMBIA/AM","(ISC)"
1975,12,08,08,21,26.00,,-24.940,-44.160,  0.0,30, 3.4,1,"I",,,"SP","PLAT. CONT.","(UnB)"
1976,01,05,13,06,58.00,,-15.350,-50.460,  0.0,15, 3.7,1,"I","5-6",13.000000,"GO","ITAPIRAPUAN","(UnB: mag BDF=3.2+0.5)"
1976,01,23,,,,,-24.520,-50.420,  0.0,0, 3.0,4,"C","4",,"PR","TIBAGI",""
1976,02,22,03,24,50.00,,+0.340,-59.230,  5.0,30, 4.6,0,"I",,,"RR","SE RORAIMA","(ISC) RELOCAL."
1976,04,16,,,,,-22.730,-50.980,  0.0,0, 3.7,4,"C","5-6",,"SP","B. CAPIVARA","INDUZIDO POR RESERVATORIO"
1976,05,18,08,30,,,-14.880,-39.630,  0.0,20, 3.7,3,"B","6",2.700000,"BA","IBICARAI'","(IAG)"
1976,05,19,08,12,30.00,,-14.880,-39.630,  0.0,100, 2.8,1,"I",,,"BA","IBICARAI'?","(UnB) 900KM DE BDF"
1976,05,23,19,00,,,-20.280,-44.750,  0.0,0, 3.2,5,"I",,,"MG","C. CAJURU","(UnB/CEMIG)"
1976,05,25,08,30,,,-14.760,-39.570,  0.0,20, 3.9,3,"B","6",6.300000,"BA","IBICARAI'","2 EVENTOS (FERREIRA 1983)"
1976,06,08,21,,,,-5.700,-35.500,  0.0,0, 3.4,3,"C",,0.700000,"RN","IELM.MARINHO","AREA APROX."
1976,06,12,,,,,-22.840,-51.010,  0.0,0, 3.7,4,"C","5-6",,"PR","PRIM.DE MAIO","INDUZIDO POR RESERVATORIO"
1976,06,13,05,,,,-22.840,-51.010,  0.0,0, 3.7,4,"C","5-6",,"PR","PRIM.DE MAIO","INDUZIDO POR RESERVATORIO"
1976,06,16,20,,,,-22.840,-51.010,  0.0,0, 3.9,4,"C","6",,"PR","PRIM.DE MAIO","5 EVEN.-INDUZ.P.RESERVAT."
1976,06,22,01,48,,,-22.840,-51.010,  0.0,0, 3.5,4,"C","5",,"PR","PRIM.DE MAIO","24 EV.-INDUZ.P.RESERVAT."
1976,07,12,14,,,,-15.250,-40.250,  0.0,0, 3.2,4,"C","4-5",,"BA","ITAPETINGA",""
1976,07,27,21,,,,-4.830,-38.800,  0.0,0, 3.0,4,"C","4",,"CE","IBARETAMA",""
1976,07,29,18,,,,-4.830,-38.800,  0.0,0, 3.5,4,"C","5",,"CE","IBARETAMA","OUTROS AS 17 E 18H"
1976,08,11,20,,,,-14.840,-39.600,  0.0,0, 3.5,4,"C","5",,"BA","IBICARAI'",""
1976,10,,,,,,-14.840,-39.600,  0.0,0, 3.4,3,"C",,0.700000,"BA","IBICARAI'","SEIS EVENTOS ENTRE 26-29"
1976,10,08,20,01,12.00,,-2.000,-59.800,  0.0,50, 4.0,1,"B","5",20.000000,"AM","BALBINA","(UnB/ELETRONORTE)"
1977,01,15,09,43,15.00,,-21.200,-44.800,  0.0,30, 2.6,1,"I",,,"MG","BOM SUCESSO","(VELOSO&MENDIGUREN 1980)"
1977,02,01,07,10,25.00,,-24.120,-44.310,  0.0,40, 2.6,1,"I",,,"RJ","PLAT. CONT.","(VELOSO&MEND.1980A; IAG)"
1977,02,25,13,40,,,-5.710,-35.750,  0.0,10, 3.6,3,"B","6-7",1.400000,"RN","RIACHUELO","MAIS TRES EVENTOS"
1977,03,12,07,,,,-4.830,-38.800,  0.0,0, 3.9,4,"C","6",,"CE","IBARETAMA",""
1977,06,19,03,03,30.00,,-23.300,-42.600,  0.0,30, 3.5,1,"I",,,"RJ","PLAT. CONT.","(VELOSO&MENDIGUREN 1980A; IAG)"
1977,08,02,17,45,52.00,,-0.080,-49.970,  0.0,30, 4.8,0,"I",,,"PA","N.ILHA DE MARAJO","(ISC) RELOCAL."
1977,09,04,15,45,,,-20.730,-47.770,  0.0,0, 2.8,4,"C","3-4",,"SP","NUPORANGA","INDUZIDO"
1977,11,02,12,,,,-23.420,-45.600,  0.0,0, 2.8,4,"C","3-4",,"SP","PARAIBUNA","INDUZIDO"
1977,11,04,,,,,-23.420,-45.600,  0.0,0, 3.1,5,"C","4",,"SP","PARAIBUNA","INDUZIDO POR RESERVATORIO"
1977,11,16,23,20,,,-23.420,-45.600,  0.0,0, 3.3,5,"C","4",,"SP","PARAIBUNA","VARIOS; INDUZIDOS (UnB: 15:45; M=3.2)"
1977,11,20,14,46,35.00,,-15.800,-43.500,  0.0,30, 3.7,5,"I",,,"MG","JANAUBA","(VELOSO&MENDIGUREN 1980A)"
1978,02,10,,,,,-6.280,-36.030,  0.0,15, 3.7,3,"B","5",2.400000,"RN","SANTA CRUZ","DIA INCERTO; VARIOS EV."
1978,03,17,20,45,,,-20.730,-47.770,  0.0,0, 3.0,4,"C","4",,"SP","NUPORANGA","INDUZIDO POCO ARTESIANO"
1978,03,18,01,30,,,-20.730,-47.770,  0.0,0, 3.0,4,"C","4",,"SP","NUPORANGA","INDUZIDO POCO ARTESIANO"
1978,03,19,05,33,27.00,,-24.960,-48.500,  0.0,10, 3.3,1,"B","4",2.700000,"SP","RIO VERMELHO",""
1978,04,18,,,,,-10.890,-61.940,  0.0,0, 3.5,4,"C","5",,"RO","JI-PARANA",""
1978,10,05,09,38,44.00,,-16.100,-51.270,  0.0,50, 2.8,1,"I",,,"GO","IPORA'","(UnB)"
1978,11,07,09,28,,,-20.280,-44.750,  0.0,0, 2.6,5,"I",,,"MG","C. DO CAJURU","(UnB)"
1979,01,16,05,38,24.00,,-24.000,-58.700,  0.0,50, 4.0,1,"I",,,"PY","PARAGUAI","(IAG;UnB)"
1979,01,21,17,49,36.00,,-21.020,-56.360,  0.0,50, 3.6,1,"I",,,"MS","BONITO ?","(ASSUMPCAO ET AL.1980B)"
1979,03,23,03,28,49.00,,-23.300,-45.900,  0.0,30, 2.7,5,"I",,,"SP","S.J.CAMPOS ?","(VELOSO&MENDIGUREN 1980A)"
1979,03,27,12,54,45.00,,-22.840,-51.010,  0.0,5, 3.7,1,"A","5-6",1.300000,"PR","PRIM.DE MAIO","INDUZIDO POR RESERVATORIO"
1979,03,27,18,,,L,-22.000,-45.350,  0.0,5, 3.0,3,"C","5",0.300000,"MG","Lambari","(CorreioDoSudoeste-Guaxupe-MG 1979-04-21)"
1979,06,13,16,52,45.00,,-24.690,-45.730,  0.0,15, 2.8,1,"I",,,"SP","PLAT. CONT.","(IAG; UnB)"
1979,07,20,07,00,37.00,,-24.000,-57.500,  0.0,70, 3.0,1,"I",,,"PY","PARAGUAI","(IAG;UnB)"
1979,08,13,18,41,00.00,,-25.200,-45.600,  0.0,30, 3.0,1,"I",,,"SP","PLAT. CONT.","(ASSUMPCAO ET AL.1980B)"
1979,08,22,23,01,40.00,,-15.260,-49.950,  0.0,10, 3.5,1,"B","4",5.000000,"GO","RUBIATABA","(UnB) AREA IV MM"
1979,10,19,15,25,,,-23.420,-45.600,  0.0,0, 3.0,4,"C","4",,"SP","PARAIBUNA","INDUZ. P/ RESERV.  (UnB)"
1979,12,08,05,05,50.00,,-20.000,-55.800,  0.0,50, 3.8,1,"I",,,"MS","AQUIDAUANA ?","(VELOSO&MEND.1980A; IAG)"
1980,03,06,09,46,18.00,,-6.170,-71.160, 18.0,30, 4.8,0,"I",,,"AM","W AMAZONAS","(ISC H=67?; Assumpção & Suarez 1988)"
1980,04,23,16,11,30.00,,-26.500,-40.000,  0.0,100, 3.5,1,"I",,,"SC","OC.ATLANTICO","(IAG; UnB)"
1980,05,22,15,30,,,-26.990,-48.620,  0.0,0, 2.5,5,"C","5",0.500000,"SC","B. CAMBORIU","VARIOS EVENTOS"
1980,07,03,22,10,,,-20.070,-47.330,  0.0,2, 2.8,3,"B","4",0.050000,"MG","JAGUARA","(UnB/CEMIG)AREA=50KM2"
1980,09,03,01,36,03.00,,-3.300,-60.000,  0.0,100, 3.4,1,"I",,,"AM","MANAUS","(VELOSO&MENDIGUREN 1980B)"
1980,10,18,21,41,,,-0.400,-49.800,  0.0,50, 3.1,1,"I",,,"PA","MARAJÓ","(UnB)"
1980,10,24,21,49,02.00,,-14.410,-49.390,  0.0,30, 3.1,1,"I",,,"GO","PORANGATU?","(IAG; UnB) N. SENT."
1980,11,05,01,22,42.00,,-5.800,-50.300,  0.0,70, 3.5,1,"I",,,"PA","SUL DO PARA'","(IAG;UnB)"
1980,11,12,21,23,05.00,,-8.070,-50.240,  0.0,20, 4.7,2,"C","5",,"PA","REDENCAO","(IAG; ISC MB=4.8)"
1980,11,19,07,38,56.00,,-5.200,-38.300,  0.0,100, 2.8,1,"I",,,"CE","MORADA NOVA?","(IAG) PACAJUS?"
1980,11,20,03,29,44.90,,-4.300,-38.400,  5.0,5, 5.2,2,"A","7",1000.000000,"CE","PACAJUS","(ISC mb=5.2; IAG: pGT5 H.O.=AK135)"
1980,11,21,01,29,07.00,,-26.250,-58.250,  0.0,50, 3.8,1,"I","3",,"AR","FORMOSA;ARG.","(IAG;UnB) SENT. FORMOSA"
1980,11,29,01,05,00.00,,-3.100,-43.300,  0.0,100, 3.1,1,"I",,,"MA","URB.SANTOS ?","(IAG;UnB)"
1980,12,14,,,,,-16.600,-56.200,  0.0,0, 3.6,3,"C","5",2.000000,"MT","SA.S.VICENTE","(IAG) DIA INCERTO"
1980,12,19,05,29,10.00,,-20.450,-45.540,  0.0,10, 2.6,1,"I",,,"MG","FORMIGA","(UnB)"
1981,01,02,04,14,55.00,,-4.300,-38.400,  0.0,30, 3.6,1,"C",,,"CE","PACAJUS","(IAG; UnB) NOTICIADO 15:20"
1981,01,06,19,51,58.00,,-5.000,-47.500,  0.0,50, 3.4,1,"I",,,"MA","JOAO LISBOA?","(IAG; UnB)"
1981,01,09,05,44,20.00,,-11.800,-47.600,  0.0,100, 2.8,1,"I",,,"GO","NATIVIDADE","(IAG; UnB)"
1981,01,12,03,33,08.00,,-4.300,-38.400,  0.0,30, 3.8,1,"C",,18.000000,"CE","PACAJUS","(IAG; UnB)"
1981,01,18,16,19,50.00,,-20.710,-46.700,  0.0,20, 3.3,1,"B","5",2.500000,"MG","PASSOS","(IAG; UnB)"
1981,02,17,08,00,,,-4.500,-70.400,  0.0,100, 3.4,1,"I",,,"AM","AM/PERU","(UnB)"
1981,03,09,20,27,40.00,,-11.010,-57.640,  0.0,50, 3.8,1,"I",,,"MT","PORT.GAUCHOS","(UnB)"
1981,03,24,22,10,03.00,,-20.580,-48.340,  0.0,15, 2.8,1,"I",,,"SP","BARRETOS","(IAG; UnB) N.SENTIDO;EXPL?"
1981,04,01,20,01,44.00,,-10.740,-62.200,  0.0,30, 3.2,1,"C","5",,"RO","OURO PRETO","(UnB/ELETRONORTE)"
1981,04,21,18,53,00.00,,-4.800,-38.600,  0.0,50, 2.5,1,"I",,,"CE","PACAJUS","(IAG; UnB)"
1981,05,07,03,44,55.00,,-22.600,-39.500,  0.0,50, 3.7,1,"I",,,"RJ","PLAT. CONT.","(UnB)"
1981,09,09,23,12,,,-4.300,-38.400,  0.0,0, 2.6,1,"I",,,"CE","PACAJUS","(IAG;UnB)"
1981,09,11,10,24,45.00,,-21.450,-46.090,  0.0,15, 3.1,1,"I",,,"MG","ALFENAS","(UnB; IAG)"
1981,09,11,11,20,,,-4.300,-38.400,  0.0,0, 2.7,1,"I",,,"CE","PACAJUS","(UnB)"
1981,09,15,04,26,12.00,,-1.600,-53.000,  0.0,100, 3.9,1,"I",,,"PA","ALMEIRIM","(UnB)"
1981,10,13,08,05,14.00,,-16.860,-54.550,  0.0,50, 3.2,1,"C","5",,"MT","RONDONOPOLIS","(IAG;UnB)"
1981,11,02,11,37,05.00,,-8.610,-38.450,  0.0,5, 3.1,1,"I","3-4",,"PE","FLORESTA","(IAG) sentido em Aticum etc.; município de Floresta"
1981,11,02,14,57,13.00,,-8.610,-38.450,  0.0,5, 3.1,1,"B","4",0.300000,"PE","FLORESTA","(IAG) sentido em Aticum etc.; município de Floresta"
1981,11,04,03,16,51.00,,-8.590,-38.500,  0.0,5, 3.1,1,"B","4",0.200000,"PE","FLORESTA","(IAG) sentido em Aticum etc.; município de Floresta"
1981,11,10,19,54,00.00,,-15.600,-41.200,  0.0,100, 2.9,1,"I",,,"BA","CÂNDIDO SALES","(IAG;UnB)"
1982,01,30,16,42,37.00,,-4.000,-34.000,  0.0,70, 3.5,1,"I",,,"RN","PLAT. CONT.","(UnB; IAG)"
1982,03,03,18,57,25.00,,-16.500,-59.100,  0.0,100, 3.5,1,"I",,,"MT","BOLIVIA/MT","(UnB)"
1982,03,10,06,15,44.00,,-23.400,-42.100,  0.0,30, 2.8,1,"I",,,"RJ","PLATAFORMA","(UnB;IAG)"
1982,03,10,07,57,34.00,,-23.400,-42.100,  0.0,30, 3.0,1,"I",,,"RJ","PLATAFORMA","(UnB;IAG)"
1982,03,12,17,14,43.00,,-23.600,-41.630,  0.0,30, 3.5,1,"I",,,"RJ","PLATAFORMA","(UnB;IAG)"
1982,03,13,18,18,,,-4.300,-38.400,  0.0,0, 2.7,1,"I",,,"CE","PACAJUS ?","(UnB)"
1982,03,29,07,47,11.00,,-9.310,-38.230,  0.0,5, 3.6,1,"B","4",0.200000,"BA","PAULO AFONSO","(IAG)"
1982,04,08,05,58,52.00,,-24.800,-58.100, 12.0,30, 4.9,2,"I","6",230.000000,"PY","PARAGUAI","(ISC;UnB;IAG;SJA) ASUNCION IV-V MM"
1982,04,16,22,38,00.00,,-22.200,-55.000,  0.0,5, 3.4,1,"I","4",,"MS","PICADINHA","(UnB)"
1982,05,02,08,30,04.00,,-21.640,-46.650,  0.0,10, 3.1,1,"A","5",10.000000,"MG","P. DE CALDAS","(IAG; UnB)"
1982,05,17,03,57,15.00,,-12.700,-48.200,  0.0,40, 3.0,1,"I",,,"GO","PARANAN","(UnB; IAG)"
1982,07,23,11,06,45.00,,-14.260,-45.720,  0.0,50, 2.9,1,"I",,,"BA","SW BAHIA/GO","(UnB; IAG)"
1982,08,26,01,07,56.00,,-19.600,-47.100,  0.0,50, 3.2,1,"I",,,"MG","ARAXA'","(UnB; IAG)"
1982,09,05,06,30,02.00,,-16.510,-41.460,  0.0,30, 3.2,1,"I",,,"MG","ITAOBIM","(UnB; IAG)"
1982,09,17,12,28,41.00,,-25.840,-45.420,  0.0,40, 3.8,1,"I",,,"SP","PLATAFORMA","(UnB; IAG)"
1982,09,21,01,42,33.00,,-18.800,-44.800,  0.0,10, 3.1,1,"I",,,"MG","FELIXLANDIA","(UnB)"
1982,10,10,19,28,00.00,,-12.300,-45.500,  0.0,70, 2.8,1,"I",,,"BA","W. BARREIRAS","(IAG)"
1982,11,24,23,03,15.00,,-20.760,-45.800,  0.0,20, 3.2,1,"I",,,"MG","FURNAS","(UnB)"
1982,12,15,04,49,56.00,,-15.200,-51.800,  0.0,50, 2.5,1,"I",,,"MT","B. DO GARCAS","(UnB) EXPL. ?"
1983,01,02,06,40,,,-24.300,-47.800,  0.0,0, 2.9,1,"I",,,"SP","JUQUIA'","(IAG)"
1983,01,08,13,10,14.00,,-9.100,-37.100,  0.0,0, 2.6,1,"I",,,"PE","AGUAS BELAS","(IAG)"
1983,02,08,18,38,15.00,,-26.280,-60.180,  0.0,30, 4.8,2,"I",,,"PY","PARAGUAI","(USGS: MB=5.0)"
1983,02,21,05,38,46.00,,-10.700,-62.200,  0.0,0, 3.2,1,"I","5",,"RO","OURO PRETO","(UnB)"
1983,03,07,05,49,32.00,,-16.470,-41.700,  0.0,0, 2.9,1,"I",,,"MG","TUPARECE","(IAG; UnB)"
1983,03,07,11,51,18.00,,-16.470,-41.700,  0.0,20, 3.1,1,"I","4",,"MG","TUPARECE","(IAG; UnB)"
1983,05,05,21,40,,,-8.670,-35.580,  0.0,0, 3.0,4,"C","4",,"PE","PALMARES","(IAG)"
1983,05,07,18,30,,,-8.670,-35.580,  0.0,0, 3.5,4,"C","5",,"PE","PALMARES","(IAG)"
1983,06,01,14,57,23.00,,-14.320,-44.630,  0.0,50, 3.2,1,"I",,,"BA","COCOS","(UnB; IAG)"
1983,06,01,17,18,06.00,,-8.600,-36.200,  0.0,40, 2.5,1,"I",,,"PE","CARUARU ?","(UnB; IAG; UFRN)"
1983,06,07,10,52,06.00,,-12.800,-46.400,  0.0,100, 3.0,1,"I",,,"GO","MANHA","(UnB; IAG)"
1983,07,12,20,43,57.00,,-18.700,-49.200,  0.0,20, 2.7,1,"I",,,"GO","CENTRALINA","(UnB)"
1983,08,05,06,21,44.40,,-3.580,-62.140, 23.0,15, 5.5,2,"A","7",500.000000,"AM","CODAJAS","(UnB; IAG; RBGf-1984; H.O.=AK135)"
1983,08,05,08,24,18.00,,-3.590,-62.170,  0.0,0, 3.5,1,"I",,,"AM","CODAJAS","(UnB) REPLICA"
1983,08,05,10,07,14.00,,-3.590,-62.170,  0.0,0, 2.6,1,"I",,,"AM","CODAJAS","(UnB) REPLICA"
1983,09,01,21,45,18.00,,-21.450,-46.090,  0.0,15, 2.7,1,"I",,,"MG","ALFENAS","(UnB;IAG)"
1983,09,02,16,25,20.00,,-14.900,-50.800,  0.0,30, 2.8,1,"I",,,"GO","ARUANAN","(UnB)"
1983,09,16,13,43,52.00,,-4.320,-38.410,  0.0,15, 2.5,1,"I",,,"CE","PACAJUS","(UnB; IAG; UFRN)"
1983,10,01,06,14,35.00,,-4.700,-39.800,  0.0,50, 2.7,0,"I",,,"CE","ITATAIA ?","(UnB; IAG; UFRN)"
1983,10,01,18,44,16.00,,-11.400,-63.700,  0.0,50, 3.6,1,"I",,,"RO","OURO PRETO","(UnB)"
1983,11,18,08,41,02.00,,-5.100,-38.700,  0.0,0, 2.8,1,"I",,,"CE","PACAJUS ??","(IAG; UFRN)"
1983,11,18,12,10,09.00,,-5.000,-38.700,  0.0,40, 2.6,1,"I",,,"CE","PACAJUS ??","(UnB; UFRN; IAG)"
1983,11,23,15,51,49.00,,+4.200,-52.000,  0.0,100, 4.0,1,"I",,,,"GUIANA FRAN.","(UnB)"
1983,12,03,21,,,,-23.190,-49.380,  0.0,0, 2.6,4,"C","3",,"SP","PIRAJU","(IAG)"
1983,12,04,07,17,57.00,,-3.170,-50.570,  0.0,20, 3.7,1,"I",,,"PA","130KM NW TUC","(UnB)"
1983,12,07,18,04,14.00,,-17.200,-45.000,  0.0,40, 2.9,1,"I",,,"MG","BURITIZEIRO","(UnB)"
1983,12,16,23,53,35.00,,-8.330,-35.800,  0.0,15, 3.5,1,"I",,,"PE","CARUARU","(UnB; IAG; UFRN)"
1984,01,05,10,30,10.00,,-1.100,-50.320,  0.0,20, 3.0,1,"I",,,"PA","SAO MIGUEL","(UnB)"
1984,01,05,17,23,30.00,,-17.400,-46.400,  0.0,80, 2.8,1,"I",,,"MG","PARACATU ?","(UnB)"
1984,01,18,22,44,01.00,,-23.330,-45.580,  0.0,5, 2.5,1,"I","2",,"SP","PARAIBUNA","(IAG; IPT)"
1984,02,20,18,18,28.00,,-1.160,-50.490,  0.0,20, 3.0,1,"I",,,"PA","SAO MIGUEL","(UnB)"
